m,bl,dsp,cva,ad,did,rev
2026-06-01,Open Auction - BFM,Madopi,—,Bidswitch - MW [Display],,0.0
2025-08-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV (Sports - All),973650277866,82.15
2025-05-01,DSP Marketplace - BFM,4INFO,—,Cadent_FYI_PMP_Test,881880997224,0.0
2025-05-01,Select - BFM,TheTradeDesk,IRIS,GumGum - PMX - General Motors - Brand Safe CTV_BFM,IRIS00292,8.3
2025-07-01,DSP Marketplace - BFM,Zeta DSP,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - RON (Curation Seat),447383266136,1.12
2026-03-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > Nationwide Targeting - Banner,Quoru52,3.16
2025-06-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Hearst News,561461569397,1368.37
2025-04-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Migration,Bidswitch Deal - Infillion - LATAM OLV,INFIL002,0.0
2025-07-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cryptocurrency Category Targeting - Video/CTV,Beach112,797.01
2025-08-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Football US - ctv,Audig1792,0.0
2025-08-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - ComScore Viewership - Politics Allowed (Deal Library),BFM068,0.12
2026-02-01,Select - BFM,Yahoo DSP,Camelot,Yahoo - Curated CTV,PMGCuratedCTV,10255.98
2025-08-01,DSP Marketplace - BFM,Amobee,—,Amobee Deal - CTV (Politics Allowed),BFM017,0.0
2025-07-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - AMC - Network Targeting,135878418139,924.71
2025-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Channel-Newsmax,914358280972,103.54
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Acura Dealership Visitors - Banner,Quoru107,0.0
2025-07-01,Open Auction - BFM,StackAdapt,—,0,,0.0
2026-06-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - McDonald's Visitors - Banner,Quoru55,1.75
2025-04-01,Select - BFM,Marketing Architects -RTB,Amagi Reseller,Amagi QueStar - Marketing Architects,Amagi5,-0.0
2025-05-01,DSP Marketplace - BFM,SimpliFi,—,SimpliFi Deal - CTV  (Syncbak),560166540285,10.71
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - (Nicotine Vaping Allowed),535917205940,0.0
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_Lifetime_PMP,497052641697,0.0
2026-05-01,Open Auction - BFM,Knorex,—,Bidswitch - APP,,0.0
2026-02-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Comcast Playworks,991133437221,0.0
2025-10-01,Open Auction - BFM,—,—,F0040541 NFL WEEK 6 BROWNS VS STEEL + TITANS VS RAIDERS DOMINGO FS2 30,,0.0
2025-12-01,Open Auction - BFM,Walmart,—,0,,0.0
2025-12-01,Open Auction - BFM,Knorex,—,Bidswitch - MW - 1st Price (HB),,0.01
2026-01-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,Bidswitch Deal - Infillion -  CTV/InApp - FEP/CTV $10 and below (Average Clearing Pice),,0.0
2025-09-01,Select - BFM,—,IRIS,IRIS.TV - Q11 Crunch - Inspirational CTV_BFM,IRIS00243,0.0
2025-01-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Curation,Octillion Deal - CTV - Tubi - Channel Targeted,397917904122,978.68
2025-01-01,Select - BFM,Yahoo DSP,Camelot,PMG - Pub Targeting,PMGPub,30031.9
2025-01-01,Open Auction - BFM,—,—,VTV VERTA  Dummy Ad_New Test,,0.0
2025-01-01,Open Auction - BFM,Viant,—,Viant+Krush Deal - Inapp - Low Tier $3,,0.0
2026-04-01,DSP Marketplace - BFM,JamLoop OpenRTB,Beachfront Deal Curation,Live Sport - CTV - Golf Only - Jamloop,988359389694,41.2
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Goodway Group (Networks),,0.0
2025-04-01,Open Auction - BFM,Bidswitch,—,Bidswitch - MW [Display],,0.0
2025-04-01,Select - BFM,TheTradeDesk,Media Culture,Court TV,Media11,9.41
2025-11-01,Select - BFM,Viant,IRIS,Viant - Sonnys BBQ - Emotional CTV_BFM,IRIS00352,71.39
2025-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - Web - Open Auction - Video,,400.17
2025-07-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP [Display],,30873.52
2025-03-01,Select - BFM,JamLoop OpenRTB,Recrue Media,Blox Digital - JamLoop - $12,Recru1,112.77
2026-05-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,NBA Finals - CTV - Contextual - Deal - VideoAmp,Beach148,0.0
2025-05-01,Open Auction - BFM,Media Pulse,—,Rogers iCTV,,0.0
2026-06-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Arkansas State Police Highway Safety Office - CTV_BFM,IRIS00374,0.0
2025-04-01,DSP Marketplace - BFM,4INFO,—,Cadent_MLB_PMP,356588049857,0.0
2025-12-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - APP,,2.05
2025-12-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Fubo),,0.16
2025-12-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - Plex,406265079126,172.93
2025-03-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV/App/Web - Cannabis - US Canada,403635039524,45.73
2025-03-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Walmart - New Years Resolution CTV,,0.0
2025-05-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - Hallmark (Network),545977539514,170.63
2026-02-01,Open Auction - BFM,DV360,—,Bidswitch - CTV (AMC),,0.35
2026-04-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Samsung),,170.48
2025-03-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV - TiVo,928262246050,0.0
2025-07-01,Select - BFM,TheTradeDesk,SilverBack,TTD Deal - CTV - Silverback RON - Select,438153998068,8839.82
2025-07-01,Open Auction - BFM,Viant,—,Viant - APP,,2098.36
2025-07-01,Open Auction - BFM,DV360,—,Bidswitch - MW [Display],,1446.03
2025-08-01,Open Auction - BFM,Unruly,—,Unruly InApp 1st Price Video,,0.0
2025-07-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV (Samsung),BFM055,0.11
2025-03-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225824),,0.0
2026-03-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,New Media CTV/OTT RON - Yahoo,378043004864,1030.75
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jack In The Box Visitors - Banner,Quoru97,0.0
2025-08-01,Open Auction - BFM,Quantcast,—,Bidswitch - MW - 1st Price (HB),,0.22
2025-07-01,Open Auction - BFM,SimpliFi,—,SimpliFi - CTV - 1st Price (Glewed),,40.68
2025-03-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - APP Display,,12.15
2026-02-01,Open Auction - BFM,Madopi,—,Bidswitch - MW [Display],,0.0
2026-05-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - College Basketball CTV_BFM,IRIS00309,6.66
2025-05-01,Open Auction - BFM,The Media Sense,—,The Media Sense DSP Inapp Display,,0.0
2025-05-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Spanish Language Sports US - ctv,Audig1788,0.0
2026-03-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Beach173,2926.85
2025-04-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Thrivent Emotional Sentiment CTV_BFM,IRIS00322,128.91
2026-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Fingerlakes Gaming 2025,332440817016,0.0
2026-02-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - President’s Day - Contextual CTV,Beach215,12.51
2026-01-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (LG),,2.59
2026-06-01,Select - BFM,StackAdapt,33Across,RON High CTR -  Display - Stackadapt Deal,33Acr43,0.0
2025-08-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - CTV (AMC),,0.0
2025-12-01,Select - BFM,Xandr,IRIS,MNI - Climate & Enviroment CTV_BFM,IRIS76,0.0
2025-03-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV (Indirect T2 - ESPN),,0.0
2025-03-01,Open Auction - BFM,Marketperf,—,Bidswitch - Desktop [Display],,0.0
2025-04-01,Open Auction - BFM,LoopMe,—,0,,0.0
2026-01-01,Open Auction - BFM,—,—,Bidswitch - Seedtag,,0.0
2026-02-01,DSP Marketplace - BFM,—,Beachfront Deal Migration,TTD Deal - Competitive Conquest Subaru - CTV,,0.0
2025-06-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (Political Allowed No Approval) (MiQ),252424537851,5.0
2025-02-01,Open Auction - BFM,Lemma DSP,—,0,,0.0
2026-02-01,Open Auction - BFM,Walmart,—,0,,0.0
2025-11-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Reality,,0.0
2025-01-01,Select - BFM,DV360,Sightly,Sightly - NWH Masterbrand - CTV IRIS TV,Sight8,104.08
2025-01-01,Select - BFM,SimpliFi,Audigent,Simpli.fi & Beachfront - SDEAL-20975 - Simpli.fi - Simpli.fi - Simpli.fi - display CognitivePMP - Bully Tools – Display - Current Snow US,Audig1738,2.74
2025-01-01,Open Auction - BFM,SmartyAds,—,SmartyAds - App [Display],,398.97
2025-01-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 Crunch - Contextual CTV_BFM,IRIS00244,1751.73
2025-01-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - HGTV,429035289354,0.25
2025-01-01,DSP Marketplace - BFM,Viant,—,Viant Deal - Desktop/MW (Video RON  - Policital Allowed Pubs Only),827453121055,44.87
2025-01-01,DSP Marketplace - BFM,4INFO,—,Cadent_NBC_Local(Broadcast)_PMP,921111738474,0.0
2025-01-01,Open Auction - BFM,Beeswax,—,Beeswax - Display - Desktop/MW,,727.95
2025-01-01,Select - BFM,Viant,Viant,GameShow,BFViantGameShow,0.15
2025-01-01,Open Auction - BFM,Viant,—,0,,0.0
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Walmart - CTV (Genre Food &amp; Cooking),,0.0
2025-04-01,Select - BFM,TheTradeDesk,SilverBack,TTD Deal - CTV - Silverback RON - Select,438153998068,16983.82
2025-09-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Soccer US - ctv,Audig1787,0.0
2025-12-01,Select - BFM,Bidswitch,Infillion Demand,Signet Jewelers | Men's Fashion | CTV,SignetInfilBeachCTV,0.0
2025-08-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - APP Display,,0.0
2026-03-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Cinedigm,379708306000,581.09
2026-05-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - Bully Pulpit - Selected CTV,941795873183,63.49
2025-05-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_CA_CT_CTV_BF_MLMBRID4972,Multi25,0.0
2025-05-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - North Carolina NC - Politics Allowed (Deal Library),BFM074,0.0
2025-06-01,Open Auction - BFM,Marketing Architects -RTB,—,Marketing Architects - CTV 1st Price (Hearst),,21.15
2025-06-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Sports Genre + Live Sports,983805237051,87.71
2025-11-01,Select - BFM,Bidswitch,Quorum,Quorum > Travelers > Physical Visitors,Quoru232,0.0
2026-03-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - Revitalash Contextual CTV_BFM,IRIS00327,75.13
2026-05-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Alcohol Category Targeting - Video/CTV,Beach110,2519.88
2025-12-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Anoki - RON - $12,996138804224,4678.81
2026-02-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - EW Scripps,976384276675,18896.49
2026-01-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - CTV RON - $10 Floor,893090891708,116.44
2026-03-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,NBA Finals - CTV - Contextual - Deal - VideoAmp,Beach148,0.0
2025-04-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (Sports),884791415032,40.54
2025-05-01,Select - BFM,SimpliFi,Mavern Media,Football Fanatics - Simpli.fi - CTV,Maver11,0.0
2025-09-01,Select - BFM,Beeswax,QRate,QrateUS_Soundwave_CTV_BCH,QRate13,0.69
2025-11-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Smoothie King Visitors - CTV,Quoru106,0.08
2025-04-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV (WeatherNationTV),BFM057,10.74
2025-04-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV (Live Sports),901226112409,52.14
2025-08-01,Open Auction - BFM,Quantcast,—,Bidswitch - Seedtag,,7751.04
2025-06-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (BRVO),,0.0
2025-10-01,DSP Marketplace - BFM,SimpliFi,BFM Internal,Simpli.Fi Deal - Philo,667896312331,1582.18
2025-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV OLV - Cable Broadcast,147705376036,54.93
2026-01-01,Open Auction - BFM,Bidswitch,—,Bidswitch - MW [Display],,0.0
2025-10-01,Open Auction - BFM,TheTradeDesk,—,TTD - MW [Display],,765.88
2025-03-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Migration,Bidswitch Deal - CTV - Roku $12 MIQ RON (copy),832954274505,0.03
2025-03-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - IRIS-enabled CTV_BFM,IRIS00320,50.86
2025-07-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - $12-$14.99,Strat32,115.41
2025-07-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - Walmart - CTV - Pub Targeting - Deal,476519491695,0.0
2025-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch - MW [Display],,0.0
2025-05-01,DSP Marketplace - BFM,4INFO,—,Cadent_HGTV_PMP,839140517552,0.02
2026-04-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - Chinese New Year - Contextual CTV,Beach209,1133.32
2026-04-01,Open Auction - BFM,Walmart,—,TTD - MW - 1st Price (HB),,2.83
2025-05-01,Open Auction - BFM,SundaySky,—,SundaySky - MW - 1st Price,,4307.59
2025-08-01,Select - BFM,Yahoo DSP,Camelot,PMG - LG Ads,PMGLGAds,71709.02
2025-08-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Minnesota MN - Politics Allowed (Deal Library),BFM076,0.11
2026-04-01,Open Auction - BFM,Marketperf,—,Bidswitch - Desktop [Display],,0.0
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Sony - iCTV Supply,,0.0
2026-05-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - In-App,,6678.26
2025-02-01,Open Auction - BFM,DV360,—,Bidswitch - MW - 1st Price (HB),,1028.28
2026-05-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - APP 1st Price,,0.05
2026-04-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV - Vizio - No Content Data,848047441598,15.33
2026-04-01,Open Auction - BFM,Metax,—,MetaX A&amp;E Networks $16,,0.26
2026-02-01,Open Auction - BFM,Marketperf,—,Bidswitch - MW [Display],,0.0
2026-03-01,DSP Marketplace - BFM,SmartyAds,—,SmartyAds Deal - CTV (Holiday-Shopping),254822275978,4.34
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Macy's Visitors - CTV,Quoru32,1.47
2025-02-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.87
2026-06-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV (MLB),BFM059,0.0
2026-06-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Sustainability & Energy Experts - Connected TV,STNXCTV003,0.12
2025-07-01,Open Auction - BFM,—,—,TTD - MW - 1st Price (HB),,0.0
2025-06-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - APP 1st Price,,0.0
2025-01-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - CTV - Food and Drink,,0.0
2025-01-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (AMC Networks Only),266007710126,12.88
2025-01-01,Select - BFM,Yahoo DSP,Camelot,Yahoo - Simulmedia,PMGSimulmedia,0.36
2025-01-01,DSP Marketplace - BFM,4INFO,—,Cadent_AMC_PMP,171509222968,0.02
2025-01-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_Univision_$9,401249711505,0.4
2025-01-01,Open Auction - BFM,Amobee,—,Amobee - Desktop/MW [Display],,892.19
2026-04-01,DSP Marketplace - BFM,Viant,BFM Internal,Viant Deal - CTV (Minority / Woman Owned),BFM027,25.64
2025-02-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Pets CTV_BFM,IRIS00295,1.64
2025-11-01,Open Auction - BFM,Bidswitch,—,Bidswitch - STB VOD,,0.0
2025-09-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Migration,GroundTruth Deal - CTV - Premium Bundles List,783317263332,15969.52
2025-02-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (Warner Bros Discovery),BFMNET010,104.29
2025-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Women 45+ - Entertainment,132775440867,64.24
2025-02-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent - CTV - Minority Owned,879954539720,89.8
2025-03-01,Open Auction - BFM,Quantcast,—,Bidswitch - MW - 1st Price (HB),,0.02
2026-03-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Xumo (Price Targeted),MH35,151.83
2025-06-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Newsy  CTV (204775),,34.28
2025-05-01,Open Auction - BFM,PulsePoint,—,Pulsepoint Deal - CTV - CMI - iCTV Supply,,0.0
2025-05-01,Open Auction - BFM,SimpliFi,—,SimpliFi - MW [Display],,1596.72
2026-06-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Pluto Bundle Override (Price Targeted),MH32,0.0
2025-06-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Political,534891672291,5.76
2026-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,Beachfront Deal Curation,JamLoop - Winter Olympics Coverage - CTV,561084972336,0.0
2025-04-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (LIFE),92881120752,0.0
2025-04-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Political First Look,971401463248,68.65
2025-03-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - A&E (Pub Only),679382125032,72.78
2026-01-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Men 45+ - Sports,343798267566,0.0
2026-03-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,"SuperAwesome - Seedtag - Kids, Tweens - Canada - CTV",SuperAwesome2309,0.0
2025-05-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV - Local News (Deals Discovery),179348574202,0.0
2025-09-01,Open Auction - BFM,Webeye,—,Bidswitch - APP Display,,3.63
2025-09-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Migration,SimpliFi Deal - CTV (RON),546471010694,14090.05
2025-04-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Men 45+ - Sports,558690500585,376.91
2026-06-01,Select - BFM,Yahoo DSP,Camelot,Yahoo - Curated CTV,PMGCuratedCTV,13311.5
2025-06-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Non-political inventory,Strat30,981.33
2025-03-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Walmart - CTV (Genre Family &amp; Parenting),,0.0
2025-09-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - MIQ - Hearst News,860644267470,0.04
2025-04-01,Open Auction - BFM,Walmart,—,TTD - APP [Display],,1598.37
2025-09-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - Food Lion - CTV (RON),569371033244,3053.27
2025-05-01,Select - BFM,Walmart,Chief Media,TTD - Chief Media - CTV - Fox - Force Factor - Deal,368357507405,836.66
2026-01-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cryptocurrency Category Targeting - Video/CTV,Beach112,136.02
2026-03-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Migration,Yahoo Deal - CTV - Politics Allowed,BFM017,38285.17
2025-07-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV (WeatherNationTV),BFM057,48.78
2025-06-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - CTV - 1st Price,,582.6
2025-07-01,Open Auction - BFM,TheTradeDesk,—,TTD - STB VOD,,0.0
2025-05-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - Fubo CTV (RON),362718852020,29.79
2026-04-01,DSP Marketplace - BFM,Viant,—,Viant - Linear (Mens),345101986269,2250.0
2026-05-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Graduates Contextual CTV_BFM,IRIS00360,3638.86
2025-06-01,Open Auction - BFM,GroundTruth,—,GroundTruth Video CTV,,14567.37
2025-06-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - Charter,310648224343,3532.89
2025-11-01,Select - BFM,DV360,Quorum,Quorum > Pet Lovers > Physical Visitors,Quoru230,0.0
2026-04-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (UK) ,,816.15
2026-03-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - CNN Newsource,122820292944,0.26
2026-01-01,Open Auction - BFM,Viant,—,Viant - Linear (Adults),,0.0
2026-04-01,Select - BFM,TheTradeDesk,Strategus,Strategus - TTD - MLB Mexico - CTV Deal,Strat82,0.0
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Men 45+ - Entertainment,242487362196,33.68
